raceId,driverId,constructorId,grid,positionOrder,points,statusId,year,round,circuitId,name,date,dob,nationality_driver,nationality_constructor,position,q1,q2,q3,country,alt,lat,lng,status,is_finished_only,driver_age,quali_position,q1_sec,q2_sec,q3_sec,quali_best_sec,has_quali,driver_races_before,constructor_races_before,driver_last_finish,driver_avg_finish_last5,driver_avg_points_last5,constructor_avg_finish_last5,constructor_avg_points_last5,driver_season_points_to_date,constructor_season_points_to_date,team_avg_finish_last5_teammates,team_avg_points_last5_teammates,team_avg_finish_last_year_same_track,driver_vs_team_finish_delta_last5,driver_vs_team_finish_ratio_last5,driver_vs_team_points_delta_last5,driver_vs_team_points_ratio_last5,race_name
1081,830,9,3,1,25.0,1,2022,8,73,Azerbaijan Grand Prix,2022-06-12,1997-09-30,Dutch,Austrian,3.0,1:42.722,1:42.227,1:41.706,Azerbaijan,-7,40.3725,49.8533,Finished,True,24.698151950718685,3.0,102.72200000000001,102.227,101.706,101.706,1,148,667,3.0,4.8,18.4,1.8,20.6,117.0,240.0,3.5,18.4,9.5,1.2999999999999998,1.3714281795919485,0.0,0.9999999456521768,Azerbaijan Grand Prix
1081,832,6,4,20,0.0,9,2022,8,73,Azerbaijan Grand Prix,2022-06-12,1994-09-01,Spanish,Italian,4.0,1:42.957,1:42.088,1:41.814,Azerbaijan,-7,40.3725,49.8533,Hydraulics,False,27.7782340862423,4.0,102.957,102.088,101.814,101.814,1,148,2317,2.0,9.8,9.0,6.4,12.0,78.0,187.0,8.2,10.9,6.0,1.6000000000000014,1.1951218054729509,-1.9000000000000004,0.825687997643303,Azerbaijan Grand Prix
1081,839,214,13,10,1.0,1,2022,8,73,Azerbaijan Grand Prix,2022-06-12,1996-09-17,French,French,13.0,1:43.903,1:43.585,,Azerbaijan,-7,40.3725,49.8533,Finished,True,25.73305954825462,13.0,103.90299999999999,103.58500000000001,87.039,103.58500000000001,1,96,59,12.0,9.6,3.2,8.4,4.0,30.0,46.0,11.1,2.4,13.0,-1.5,0.8648647869491184,0.8000000000000003,1.3333327777780093,Azerbaijan Grand Prix
1081,840,117,19,16,0.0,76,2022,8,73,Azerbaijan Grand Prix,2022-06-12,1998-10-29,Canadian,British,19.0,1:45.371,,,Azerbaijan,-7,40.3725,49.8533,Vibrations,False,23.619438740588638,19.0,105.37100000000001,87.125,87.039,105.37100000000001,1,107,70,14.0,12.2,0.4,11.2,1.8,2.0,15.0,12.6,0.7,10.5,-0.40000000000000036,0.9682538914084213,-0.29999999999999993,0.5714277551032071,Azerbaijan Grand Prix
1081,842,213,6,5,10.0,1,2022,8,73,Azerbaijan Grand Prix,2022-06-12,1996-02-07,French,Italian,6.0,1:43.268,1:43.129,1:42.845,Azerbaijan,-7,40.3725,49.8533,Finished,True,26.34360027378508,6.0,103.268,103.12899999999999,102.845,102.845,1,93,92,11.0,12.6,0.4,12.6,0.2,6.0,17.0,12.4,0.9,5.0,0.1999999999999993,1.0161289503121815,-0.5,0.44444395061783265,Azerbaijan Grand Prix
1081,844,6,1,19,0.0,131,2022,8,73,Azerbaijan Grand Prix,2022-06-12,1997-10-16,Monegasque,Italian,1.0,1:42.865,1:42.046,1:41.359,Azerbaijan,-7,40.3725,49.8533,Power Unit,False,24.654346338124572,1.0,102.86500000000001,102.04599999999999,101.35900000000001,101.35900000000001,1,88,2318,4.0,6.6,12.8,10.0,8.4,109.0,187.0,8.2,10.9,6.0,-1.5999999999999996,0.8048779506246403,1.9000000000000004,1.1743118188704755,Azerbaijan Grand Prix
1081,846,1,11,9,2.0,1,2022,8,73,Azerbaijan Grand Prix,2022-06-12,1999-11-13,British,British,11.0,1:44.237,1:43.398,,Azerbaijan,-7,40.3725,49.8533,Finished,True,22.579055441478438,11.0,104.237,103.398,87.039,103.398,1,67,1802,6.0,8.2,7.6,9.4,3.4,44.0,56.0,10.3,4.6,7.0,-2.1000000000000014,0.7961164275615118,3.0,1.6521735538753144,Azerbaijan Grand Prix
1081,847,131,5,3,15.0,1,2022,8,73,Azerbaijan Grand Prix,2022-06-12,1998-02-15,British,German,5.0,1:43.754,1:43.281,1:42.712,Azerbaijan,-7,40.3725,49.8533,Finished,True,24.320328542094455,5.0,103.75399999999999,103.281,102.712,102.712,1,67,531,5.0,4.0,12.4,5.0,10.2,84.0,146.0,5.6,9.6,13.5,-1.5999999999999996,0.7142855867347166,2.8000000000000007,1.2916665321180698,Azerbaijan Grand Prix
1081,848,3,17,12,0.0,11,2022,8,73,Azerbaijan Grand Prix,2022-06-12,1996-03-23,Thai,British,17.0,1:44.719,,,Azerbaijan,-7,40.3725,49.8533,+1 Lap,False,26.220396988364133,17.0,104.719,87.125,87.039,104.719,1,45,1555,18.0,13.2,0.6,16.2,0.0,3.0,3.0,14.3,0.3,16.5,-1.1000000000000014,0.9230768585260938,0.3,1.9999933333555557,Azerbaijan Grand Prix
1081,849,3,18,15,0.0,11,2022,8,73,Azerbaijan Grand Prix,2022-06-12,1995-06-29,Canadian,British,18.0,1:45.367,,,Azerbaijan,-7,40.3725,49.8533,+1 Lap,False,26.954140999315538,18.0,105.36699999999999,87.125,87.039,105.36699999999999,1,46,1556,15.0,15.4,0.0,15.8,0.0,0.0,3.0,14.3,0.3,16.5,1.0999999999999996,1.076923001613776,-0.3,0.0,Azerbaijan Grand Prix
1081,852,213,8,13,0.0,11,2022,8,73,Azerbaijan Grand Prix,2022-06-12,2000-05-11,Japanese,Italian,8.0,1:43.595,1:43.376,1:43.056,Azerbaijan,-7,40.3725,49.8533,+1 Lap,False,22.086242299794662,8.0,103.595,103.376,103.056,103.056,1,29,93,17.0,12.2,1.4,11.2,2.2,11.0,27.0,12.4,0.9,5.0,-0.20000000000000107,0.983870888397509,0.4999999999999999,1.555553827162414,Azerbaijan Grand Prix
1081,854,210,20,14,0.0,11,2022,8,73,Azerbaijan Grand Prix,2022-06-12,1999-03-22,German,American,20.0,1:45.775,,,Azerbaijan,-7,40.3725,49.8533,+1 Lap,False,23.225188227241617,20.0,105.775,87.125,87.039,105.775,1,29,259,19.0,15.6,0.0,17.4,0.0,0.0,14.0,15.4,0.2,13.5,0.1999999999999993,1.0129869472086397,-0.2,0.0,Azerbaijan Grand Prix
1081,855,51,14,18,0.0,9,2022,8,73,Azerbaijan Grand Prix,2022-06-12,1999-05-30,Chinese,Swiss,14.0,1:43.777,1:43.790,,Azerbaijan,-7,40.3725,49.8533,Hydraulics,False,23.0362765229295,14.0,103.777,103.78999999999999,87.039,103.777,1,7,378,16.0,16.2,0.0,12.2,2.0,1.0,39.0,11.6,3.0,10.5,4.6,1.3965516037455514,-3.0,0.0,Azerbaijan Grand Prix
1082,1,131,4,3,15.0,1,2022,9,7,Canadian Grand Prix,2022-06-19,1985-01-07,British,German,4.0,1:33.841,1:25.543,1:22.891,Canada,13,45.5,-73.5228,Finished,True,37.445585215605746,4.0,93.84100000000001,85.543,82.89099999999999,82.89099999999999,1,296,532,4.0,7.2,6.8,4.6,11.2,62.0,161.0,5.6,9.6,2.5,1.6000000000000005,1.28571405612249,-2.8,0.7083332595486188,Canadian Grand Prix
1082,4,214,2,9,2.0,1,2022,9,7,Canadian Grand Prix,2022-06-19,1981-07-29,Spanish,French,2.0,1:32.277,1:24.848,1:21.944,Canada,13,45.5,-73.5228,Finished,True,40.889801505817935,2.0,92.277,84.848,81.944,81.944,1,344,60,7.0,10.6,2.8,8.6,3.8,16.0,47.0,10.4,2.5,12.0,0.1999999999999993,1.01923067122782,0.2999999999999998,1.119999552000179,Canadian Grand Prix
1082,20,117,16,12,0.0,1,2022,9,7,Canadian Grand Prix,2022-06-19,1987-07-03,German,British,17.0,1:34.512,,,Canada,13,45.5,-73.5228,Finished,True,34.96235455167693,17.0,94.512,87.125,87.039,94.512,1,286,71,6.0,10.4,2.6,12.2,1.8,13.0,15.0,11.7,1.5,12.0,-1.299999999999999,0.8888888129154863,1.1,1.7333321777785482,Canadian Grand Prix
1082,815,9,13,20,0.0,6,2022,9,7,Canadian Grand Prix,2022-06-19,1990-01-26,Mexican,Austrian,13.0,1:33.929,1:33.127,,Canada,13,45.5,-73.5228,Gearbox,False,32.394250513347025,13.0,93.929,93.12700000000001,87.039,93.12700000000001,1,223,668,2.0,2.2,18.6,1.6,21.8,123.0,265.0,1.8,21.0,6.5,0.40000000000000013,1.222221543210254,-2.3999999999999986,0.885714243537417,Canadian Grand Prix
1082,817,1,9,11,0.0,1,2022,9,7,Canadian Grand Prix,2022-06-19,1989-07-01,Australian,British,9.0,1:33.636,1:26.375,1:23.749,Canada,13,45.5,-73.5228,Finished,True,32.96646132785763,9.0,93.636,86.375,83.749,83.749,1,218,1803,8.0,12.8,0.8,8.8,3.8,12.0,58.0,10.9,3.4,15.5,1.9000000000000004,1.1743118188704755,-2.5999999999999996,0.23529404844292695,Canadian Grand Prix
1082,822,51,11,7,6.0,1,2022,9,7,Canadian Grand Prix,2022-06-19,1989-08-28,Finnish,Swiss,11.0,1:33.689,1:26.788,,Canada,13,45.5,-73.5228,Finished,True,32.80766598220397,11.0,93.689,86.788,87.039,86.788,1,187,379,11.0,7.6,5.2,14.6,0.4,38.0,39.0,12.6,2.6,14.0,-5.0,0.6031745553036068,2.6,1.9999992307695265,Canadian Grand Prix
1082,825,210,5,17,0.0,1,2022,9,7,Canadian Grand Prix,2022-06-19,1992-10-05,Danish,American,5.0,1:32.957,1:26.254,1:22.960,Canada,13,45.5,-73.5228,Finished,True,29.702943189596166,5.0,92.957,86.254,82.96000000000001,82.96000000000001,1,128,260,17.0,15.8,0.4,16.8,0.0,14.0,14.0,15.8,0.2,15.5,0.0,0.9999999367088648,0.2,1.9999900000499997,Canadian Grand Prix
1082,830,9,1,1,25.0,1,2022,9,7,Canadian Grand Prix,2022-06-19,1997-09-30,Dutch,Austrian,1.0,1:32.219,1:23.746,1:21.299,Canada,13,45.5,-73.5228,Finished,True,24.71731690622861,1.0,92.219,83.746,81.299,81.299,1,149,669,1.0,1.4,23.4,5.4,16.8,142.0,265.0,1.8,21.0,6.5,-0.40000000000000013,0.7777773456792524,2.3999999999999986,1.1142856612244922,Canadian Grand Prix
1082,832,6,3,2,19.0,1,2022,9,7,Canadian Grand Prix,2022-06-19,1994-09-01,Spanish,Italian,3.0,1:32.781,1:25.197,1:22.096,Canada,13,45.5,-73.5228,Finished,True,27.797399041752225,3.0,92.781,85.197,82.096,82.096,1,149,2319,20.0,9.8,9.0,13.0,6.0,78.0,187.0,10.0,8.3,2.5,-0.1999999999999993,0.97999990200001,0.6999999999999993,1.084337218754552,Canadian Grand Prix
1082,839,214,7,6,8.0,1,2022,9,7,Canadian Grand Prix,2022-06-19,1996-09-17,French,French,7.0,1:33.012,1:26.135,1:23.529,Canada,13,45.5,-73.5228,Finished,True,25.752224503764545,7.0,93.012,86.135,83.529,83.529,1,97,61,10.0,10.2,2.2,9.0,3.0,31.0,49.0,10.4,2.5,12.0,-0.20000000000000107,0.980769136464506,-0.2999999999999998,0.8799996480001409,Canadian Grand Prix
1082,840,117,17,10,1.0,1,2022,9,7,Canadian Grand Prix,2022-06-19,1998-10-29,Canadian,British,18.0,1:35.532,,,Canada,13,45.5,-73.5228,Finished,True,23.638603696098563,18.0,95.532,87.125,87.039,95.532,1,108,72,16.0,13.0,0.4,11.6,1.8,2.0,15.0,11.7,1.5,12.0,1.3000000000000007,1.1111110161443578,-1.1,0.26666648888900746,Canadian Grand Prix
1082,842,213,15,14,0.0,1,2022,9,7,Canadian Grand Prix,2022-06-19,1996-02-07,French,Italian,16.0,1:34.492,,,Canada,13,45.5,-73.5228,Finished,True,26.362765229295004,16.0,94.49199999999999,87.125,87.039,94.49199999999999,1,94,94,5.0,11.8,2.0,11.2,2.2,16.0,27.0,11.8,1.7,12.0,0.0,0.9999999152542446,0.30000000000000004,1.1764698961941789,Canadian Grand Prix
1082,844,6,19,5,10.0,1,2022,9,7,Canadian Grand Prix,2022-06-19,1997-10-16,Monegasque,Italian,15.0,1:33.008,,,Canada,13,45.5,-73.5228,Finished,True,24.673511293634498,15.0,93.00800000000001,87.125,87.039,93.00800000000001,1,89,2320,19.0,10.2,7.6,9.4,9.8,109.0,206.0,10.0,8.3,2.5,0.1999999999999993,1.0199998980000102,-0.7000000000000011,0.9156625402816216,Canadian Grand Prix
1082,846,1,14,15,0.0,1,2022,9,7,Canadian Grand Prix,2022-06-19,1999-11-13,British,British,14.0,1:34.066,,,Canada,13,45.5,-73.5228,Finished,True,22.598220396988363,14.0,94.066,87.125,87.039,94.066,1,68,1804,9.0,9.0,6.0,9.4,3.0,46.0,58.0,10.9,3.4,15.5,-1.9000000000000004,0.825687997643303,2.6,1.764705363321952,Canadian Grand Prix
1082,847,131,8,4,12.0,1,2022,9,7,Canadian Grand Prix,2022-06-19,1998-02-15,British,German,8.0,1:33.160,1:24.950,1:23.557,Canada,13,45.5,-73.5228,Finished,True,24.33949349760438,8.0,93.16,84.95,83.557,83.557,1,68,533,3.0,4.0,12.4,4.6,11.2,99.0,176.0,5.6,9.6,2.5,-1.5999999999999996,0.7142855867347166,2.8000000000000007,1.2916665321180698,Canadian Grand Prix
1082,848,3,12,13,0.0,1,2022,9,7,Canadian Grand Prix,2022-06-19,1996-03-23,Thai,British,12.0,1:34.047,1:26.858,,Canada,13,45.5,-73.5228,Finished,True,26.239561943874058,12.0,94.047,86.858,87.039,86.858,1,46,1557,12.0,13.6,0.4,15.2,0.0,3.0,3.0,14.4,0.2,17.0,-0.8000000000000007,0.9444443788580292,0.2,1.9999900000499997,Canadian Grand Prix
1082,849,3,18,16,0.0,1,2022,9,7,Canadian Grand Prix,2022-06-19,1995-06-29,Canadian,British,19.0,1:35.660,,,Canada,13,45.5,-73.5228,Finished,True,26.973305954825463,19.0,95.66,87.125,87.039,95.66,1,47,1558,15.0,15.2,0.0,14.6,0.0,0.0,3.0,14.4,0.2,17.0,0.7999999999999989,1.0555554822530915,-0.2,0.0,Canadian Grand Prix
1082,852,213,20,18,0.0,3,2022,9,7,Canadian Grand Prix,2022-06-19,2000-05-11,Japanese,Italian,20.0,1:36.575,,,Canada,13,45.5,-73.5228,Accident,False,22.105407255304584,20.0,96.575,87.125,87.039,96.575,1,30,95,13.0,11.8,1.4,12.0,2.0,11.0,27.0,11.8,1.7,12.0,0.0,0.9999999152542446,-0.30000000000000004,0.8235289273359251,Canadian Grand Prix
1082,854,210,6,19,0.0,5,2022,9,7,Canadian Grand Prix,2022-06-19,1999-03-22,German,American,6.0,1:33.707,1:25.684,1:23.356,Canada,13,45.5,-73.5228,Engine,False,23.24435318275154,6.0,93.707,85.684,83.356,83.356,1,30,261,14.0,15.8,0.0,17.4,0.0,0.0,14.0,15.8,0.2,15.5,0.0,0.9999999367088648,-0.2,0.0,Canadian Grand Prix
1082,855,51,10,8,4.0,1,2022,9,7,Canadian Grand Prix,2022-06-19,1999-05-30,Chinese,Swiss,10.0,1:33.692,1:26.116,1:24.030,Canada,13,45.5,-73.5228,Finished,True,23.055441478439427,10.0,93.69200000000001,86.116,84.03,84.03,1,8,380,18.0,17.6,0.0,12.2,1.6,1.0,45.0,12.6,2.6,14.0,5.000000000000002,1.3968252859662473,-2.6,0.0,Canadian Grand Prix
1083,1,131,5,3,16.0,1,2022,10,9,British Grand Prix,2022-07-03,1985-01-07,British,German,5.0,1:40.428,1:41.062,1:41.995,UK,153,52.0786,-1.01694,Finished,True,37.4839151266256,5.0,100.428,101.062,101.995,100.428,1,297,534,3.0,5.2,9.8,3.8,12.8,77.0,188.0,4.6,11.1,2.0,0.6000000000000005,1.1304345368620572,-1.299999999999999,0.8828828033438918,British Grand Prix
1083,4,214,7,5,10.0,1,2022,10,9,British Grand Prix,2022-07-03,1981-07-29,Spanish,French,7.0,1:41.598,1:42.209,1:42.116,UK,153,52.0786,-1.01694,Finished,True,40.92813141683778,7.0,101.598,102.209,102.116,101.598,1,345,62,9.0,8.6,3.2,8.8,3.4,18.0,57.0,8.6,3.5,8.0,0.0,0.9999998837209438,-0.2999999999999998,0.9142854530612992,British Grand Prix
1083,20,117,18,9,2.0,1,2022,10,9,British Grand Prix,2022-07-03,1987-07-03,German,British,18.0,1:42.666,,,UK,153,52.0786,-1.01694,Finished,True,35.00068446269678,18.0,102.666,87.125,87.039,102.666,1,287,73,12.0,11.2,1.8,11.6,1.8,13.0,16.0,12.1,1.1,13.5,-0.9000000000000004,0.9256197582132432,0.7,1.636362148761683,British Grand Prix
1083,815,9,4,2,18.0,1,2022,10,9,British Grand Prix,2022-07-03,1990-01-26,Mexican,Austrian,4.0,1:40.521,1:42.513,1:41.616,UK,153,52.0786,-1.01694,Finished,True,32.43258042436687,4.0,100.521,102.513,101.616,100.521,1,224,670,20.0,5.8,15.0,5.4,16.8,123.0,290.0,3.6,19.1,18.0,2.1999999999999997,1.6111106635803711,-4.100000000000001,0.7853402730188338,British Grand Prix
1083,817,1,14,13,0.0,1,2022,10,9,British Grand Prix,2022-07-03,1989-07-01,Australian,British,14.0,1:41.933,1:44.355,,UK,153,52.0786,-1.01694,Finished,True,33.00479123887748,14.0,101.93299999999999,104.35499999999999,87.039,101.93299999999999,1,219,1805,11.0,11.4,0.8,9.8,3.0,12.0,58.0,11.4,1.9,4.5,0.0,0.9999999122807095,-1.0999999999999999,0.4210524099724159,British Grand Prix
1083,822,51,12,17,0.0,6,2022,10,9,British Grand Prix,2022-07-03,1989-08-28,Finnish,Swiss,12.0,1:41.396,1:44.232,,UK,153,52.0786,-1.01694,Gearbox,False,32.84599589322382,12.0,101.396,104.232,87.039,101.396,1,188,381,7.0,8.0,4.4,12.0,2.0,44.0,49.0,12.1,2.6,14.0,-4.1,0.6611569701523166,1.8000000000000003,1.6923070414203687,British Grand Prix
1083,825,210,17,10,1.0,1,2022,10,9,British Grand Prix,2022-07-03,1992-10-05,Danish,American,17.0,1:42.159,,,UK,153,52.0786,-1.01694,Finished,True,29.741273100616016,17.0,102.15899999999999,87.125,87.039,102.15899999999999,1,129,262,17.0,17.4,0.0,17.2,0.0,14.0,14.0,16.8,0.0,17.5,0.5999999999999979,1.0357142240646293,0.0,0.0,British Grand Prix
1083,830,9,2,7,6.0,1,2022,10,9,British Grand Prix,2022-07-03,1997-09-30,Dutch,Austrian,2.0,1:39.129,1:40.655,1:41.055,UK,153,52.0786,-1.01694,Finished,True,24.75564681724846,2.0,99.12899999999999,100.655,101.055,99.12899999999999,1,150,671,1.0,1.4,23.2,5.2,17.4,167.0,308.0,3.6,19.1,18.0,-2.2,0.3888887808642275,4.099999999999998,1.2146596222691295,British Grand Prix
1083,832,6,1,1,25.0,1,2022,10,9,British Grand Prix,2022-07-03,1994-09-01,Spanish,Italian,1.0,1:40.190,1:41.602,1:40.983,UK,153,52.0786,-1.01694,Finished,True,27.835728952772072,1.0,100.19,101.602,100.983,100.19,1,150,2321,2.0,6.2,12.8,10.0,8.2,97.0,216.0,8.1,10.4,4.0,-1.8999999999999995,0.7654320042676539,2.4000000000000004,1.230769112426047,British Grand Prix
1083,839,214,15,15,0.0,48,2022,10,9,British Grand Prix,2022-07-03,1996-09-17,French,French,15.0,1:41.730,1:45.190,,UK,153,52.0786,-1.01694,Fuel pump,False,25.790554414784395,15.0,101.72999999999999,105.19,87.039,101.72999999999999,1,98,63,6.0,8.6,3.8,7.4,5.4,39.0,67.0,8.6,3.5,8.0,0.0,0.9999998837209438,0.2999999999999998,1.0857139755102927,British Grand Prix
1083,840,117,20,11,0.0,1,2022,10,9,British Grand Prix,2022-07-03,1998-10-29,Canadian,British,20.0,1:43.430,,,UK,153,52.0786,-1.01694,Finished,True,23.67693360711841,20.0,103.43,87.125,87.039,103.43,1,109,74,10.0,13.0,0.4,10.6,2.2,3.0,18.0,12.1,1.1,13.5,0.9000000000000004,1.0743800764975144,-0.7000000000000001,0.3636360330581518,British Grand Prix
1083,842,213,11,16,0.0,130,2022,10,9,British Grand Prix,2022-07-03,1996-02-07,French,Italian,11.0,1:41.680,1:43.702,,UK,153,52.0786,-1.01694,Collision damage,False,26.401095140314855,11.0,101.68,103.702,87.039,101.68,1,95,96,14.0,12.2,2.0,13.4,2.0,16.0,27.0,13.1,1.1,10.5,-0.9000000000000004,0.9312976388322414,0.8999999999999999,1.8181801652907588,British Grand Prix
1083,844,6,3,4,12.0,1,2022,10,9,British Grand Prix,2022-07-03,1997-10-16,Monegasque,Italian,3.0,1:39.846,1:41.247,1:41.298,UK,153,52.0786,-1.01694,Finished,True,24.711841204654345,3.0,99.846,101.247,101.298,99.846,1,90,2322,5.0,10.0,8.0,9.4,10.8,119.0,241.0,8.1,10.4,4.0,1.9000000000000004,1.2345677488187967,-2.4000000000000004,0.7692306952662793,British Grand Prix
1083,846,1,6,6,8.0,1,2022,10,9,British Grand Prix,2022-07-03,1999-11-13,British,British,6.0,1:41.515,1:41.821,1:42.084,UK,153,52.0786,-1.01694,Finished,True,22.636550308008214,6.0,101.515,101.821,102.084,101.515,1,69,1806,15.0,11.4,3.0,11.2,1.2,46.0,58.0,11.4,1.9,4.5,0.0,0.9999999122807095,1.1,1.5789465373965594,British Grand Prix
1083,847,131,8,18,0.0,4,2022,10,9,British Grand Prix,2022-07-03,1998-02-15,British,German,8.0,1:40.028,1:41.725,1:42.161,UK,153,52.0786,-1.01694,Collision,False,24.37782340862423,8.0,100.02799999999999,101.725,102.161,100.02799999999999,1,69,535,4.0,4.0,12.4,3.4,14.0,111.0,204.0,4.6,11.1,2.0,-0.5999999999999996,0.8695650283554287,1.3000000000000007,1.1171170164759445,British Grand Prix
1083,848,3,16,20,0.0,4,2022,10,9,British Grand Prix,2022-07-03,1996-03-23,Thai,British,16.0,1:42.078,,,UK,153,52.0786,-1.01694,Collision,False,26.27789185489391,16.0,102.078,87.125,87.039,102.078,1,47,1559,13.0,14.0,0.4,14.2,0.0,3.0,3.0,14.6,0.2,13.0,-0.5999999999999996,0.958904043910682,0.2,1.9999900000499997,British Grand Prix
1083,849,3,10,12,0.0,1,2022,10,9,British Grand Prix,2022-07-03,1995-06-29,Canadian,British,10.0,1:41.998,1:43.273,2:03.095,UK,153,52.0786,-1.01694,Finished,True,27.01163586584531,10.0,101.99799999999999,103.273,123.095,101.99799999999999,1,48,1560,16.0,15.2,0.0,15.2,0.0,0.0,3.0,14.6,0.2,13.0,0.5999999999999996,1.0410958191030262,-0.2,0.0,British Grand Prix
1083,852,213,13,14,0.0,1,2022,10,9,British Grand Prix,2022-07-03,2000-05-11,Japanese,Italian,13.0,1:41.893,1:44.311,,UK,153,52.0786,-1.01694,Finished,True,22.143737166324435,13.0,101.893,104.311,87.039,101.893,1,31,97,18.0,14.0,0.2,13.2,2.0,11.0,27.0,13.1,1.1,10.5,0.9000000000000004,1.0687022084960147,-0.9000000000000001,0.1818180165290759,British Grand Prix
1083,854,210,19,8,4.0,1,2022,10,9,British Grand Prix,2022-07-03,1999-03-22,German,American,19.0,1:42.708,,,UK,153,52.0786,-1.01694,Finished,True,23.28268309377139,19.0,102.708,87.125,87.039,102.708,1,31,263,19.0,16.2,0.0,15.4,0.2,0.0,15.0,16.8,0.0,17.5,-0.6000000000000014,0.9642856568877584,0.0,0.0,British Grand Prix
1083,855,51,9,19,0.0,4,2022,10,9,British Grand Prix,2022-07-03,1999-05-30,Chinese,Swiss,9.0,1:40.791,1:42.640,1:42.719,UK,153,52.0786,-1.01694,Collision,False,23.093771389459274,9.0,100.791,102.64,102.719,100.791,1,9,382,8.0,16.2,0.8,12.2,2.0,5.0,49.0,12.1,2.6,14.0,4.1,1.338842864558441,-1.8,0.30769218934915793,British Grand Prix
1084,1,131,8,3,15.0,1,2022,11,70,Austrian Grand Prix,2022-07-10,1985-01-07,British,German,9.0,1:06.079,1:05.475,1:13.151,Austria,678,47.2197,14.7647,Finished,True,37.503080082135526,9.0,66.079,65.475,73.151,65.475,1,298,536,3.0,4.6,11.4,6.2,11.6,93.0,204.0,5.6,10.9,2.75,-1.0,0.8214284247449242,0.5,1.0458714636815172,Austrian Grand Prix
1084,4,214,19,10,1.0,11,2022,11,70,Austrian Grand Prix,2022-07-10,1981-07-29,Spanish,French,8.0,1:06.016,1:06.082,1:06.103,Austria,678,47.2197,14.7647,+1 Lap,False,40.94729637234771,8.0,66.016,66.082,66.103,66.016,1,346,64,5.0,7.4,5.2,9.0,4.2,28.0,67.0,8.7,4.1,13.25,-1.299999999999999,0.8505746148764812,1.1000000000000005,1.268292373587226,Austrian Grand Prix
1084,20,117,18,17,0.0,11,2022,11,70,Austrian Grand Prix,2022-07-10,1987-07-03,German,British,20.0,1:07.083,,,Austria,678,47.2197,14.7647,+1 Lap,False,35.01984941820671,20.0,67.083,87.125,87.039,67.083,1,288,75,9.0,9.6,2.2,11.6,0.6,15.0,18.0,11.4,1.2,12.5,-1.8000000000000007,0.8421051892890185,1.0000000000000002,1.833331805556829,Austrian Grand Prix
1084,815,9,5,20,0.0,130,2022,11,70,Austrian Grand Prix,2022-07-10,1990-01-26,Mexican,Austrian,13.0,1:06.143,1:06.458,,Austria,678,47.2197,14.7647,Collision damage,False,32.4517453798768,13.0,66.143,66.458,87.039,66.143,1,225,672,2.0,5.4,16.2,6.2,14.8,141.0,314.0,4.0,17.7,3.0,1.4000000000000004,1.3499996625000845,-1.5,0.9152541855788595,Austrian Grand Prix
1084,817,1,11,9,2.0,11,2022,11,70,Austrian Grand Prix,2022-07-10,1989-07-01,Australian,British,16.0,1:06.613,,,Austria,678,47.2197,14.7647,+1 Lap,False,33.02395619438741,16.0,66.613,87.125,87.039,66.613,1,220,1807,13.0,11.4,0.8,10.8,2.0,12.0,66.0,10.1,2.7,7.0,1.3000000000000007,1.1287127595333903,-1.9000000000000001,0.29629618655696793,Austrian Grand Prix
1084,822,51,1,11,0.0,11,2022,11,70,Austrian Grand Prix,2022-07-10,1989-08-28,Finnish,Swiss,12.0,1:06.442,1:06.319,,Austria,678,47.2197,14.7647,+1 Lap,False,32.865160848733744,12.0,66.44200000000001,66.319,87.039,66.319,1,189,383,17.0,10.0,3.2,13.8,2.0,44.0,49.0,13.0,2.0,13.75,-3.0,0.7692307100591762,1.2000000000000002,1.5999992000004,Austrian Grand Prix
1084,825,210,7,8,4.0,11,2022,11,70,Austrian Grand Prix,2022-07-10,1992-10-05,Danish,American,6.0,1:06.366,1:05.894,1:05.879,Austria,678,47.2197,14.7647,+1 Lap,False,29.760438056125942,6.0,66.366,65.894,65.879,65.879,1,130,264,10.0,16.2,0.2,13.6,1.0,15.0,19.0,15.5,0.5,17.75,0.6999999999999993,1.0451612228928244,-0.3,0.3999992000016,Austrian Grand Prix
1084,830,9,1,2,19.0,1,2022,11,70,Austrian Grand Prix,2022-07-10,1997-09-30,Dutch,Austrian,1.0,1:05.852,1:05.374,1:04.984,Austria,678,47.2197,14.7647,Finished,True,24.774811772758383,1.0,65.852,65.374,64.984,64.984,1,151,673,7.0,2.6,19.2,10.0,9.8,173.0,314.0,4.0,17.7,3.0,-1.4,0.6499998375000406,1.5,1.0847457014267965,Austrian Grand Prix
1084,832,6,3,18,0.0,131,2022,11,70,Austrian Grand Prix,2022-07-10,1994-09-01,Spanish,Italian,3.0,1:05.660,1:05.576,1:05.066,Austria,678,47.2197,14.7647,Power Unit,False,27.854893908281998,3.0,65.66,65.576,65.066,65.066,1,151,2323,1.0,5.8,14.8,6.2,13.2,122.0,253.0,8.1,10.8,6.5,-2.3,0.716049294314902,4.0,1.3703702434842369,Austrian Grand Prix
